#* Preliminary linelist for GCAL CuAr lamp
#* Source: Suzanne Ramsay, ATC, Edinburgh
#*         CGT / AAO and ESO.
#* This is a somewhat random collection of the Ar and Cu lines commonly 
#* found in CuAr arc lamp spectra.
#* The line lists are by no means complete.
#*
# Used intensity=1111 when nothing else available (BMiller, 1/24/2001)
6799.2913        1111         ArII
6808.5312        1111         ArII
6818.3841        1111         ArII
6827.2488        1111         ArI
6861.269           20         Ar II        S6 L6 L12
6871.289          150         Ar I         S6 L6 L12
6879.59            40         Ar
6888.170          100         Ar              L6 L12
6929.468         1000         Ne           S6 L6 L12
6937.666          100         Ar
6965.430          400         Ar           S6 L6 L12
7030.252          100         Ar
7031.7              0         Blend        S6 L6 L12
7067.32           400         Ar(2) 
7086.70            15         Ar
7107.478          200         Ar              L6 L12
7125.83            30         Ar              L6 L12
7147.041           30         Ar           S6 L6 L12
7158.83            30         Ar              L6 L12
7206.981          100         Ar              L6 L12
7272.935          100         Ar              L6 L12
7311.724          100         Ar                 L12
7316.007           30         Ar
7353.316          100         Ar              L6 L12
7372.119          100         Ar              L6 L12
7383.979          400         Ar           S6 L6 L12
7435.56            40         Ar(2) 
7436.5              0         Blend           L6 L12
7503.867          700         Ar
7514.651          200         Ar                 L12
7635.106          500         Ar           S6 L6 L12
7723.98           200         Ar(2)        S6 L6 L12
7891.075          100         Ar              L6 L12
7948.176          400         Ar           S6 L6 L12
8006.157          600         Ar                 L12
8014.785          800         Ar                 L12
8103.692         2000         Ar                 L12
8115.311         5000         Ar
8264.522         1000         Ar           S6 L6 L12
8408.209         2000         Ar              L6 L12
8424.647         2000         Ar           S6 L6 L12
8521.443         2000         Ar I         S6 L6 L12
8605.776         1111         Ar I
8667.944         1111         Ar I
8667.94          1111         Ar
8771.860         1111         Ar I
8849.91          1111         Ar I
9075.394         1111         Ar I
9122.967         1111         Ar I
9194.638         1111         Ar I
9224.499         1111         Ar I
9291.531         1111         Ar I
9354.220         1111         Ar I
9402.69          1111         Ar I
9459.09          1111         Ar I
9657.78          1111         Ar I
9784.50          1111         Ar I
10052.06         1111         Ar I
10332.72         1111         Ar I
10467.1771       1111         Ar II
10470.0535       1111         Ar I
10673.5656       1111         Ar I
